,Bidding Zone,Installed Capacity [MW],Name,Production Type,Voltage Connection Level [kV]
26WIMPI-S01RIQTM,10YIT-GRTN-----B,50.0,CENTRALE COGENERAZIONE - ROQUETTE ITALIA,Fossil Gas,132.0
26WIMPI-0611168N,10YIT-GRTN-----B,49.0,Breathe energia in movimento,Wind Onshore,150.0
26WIMPI-M16FERTW,10YIT-GRTN-----B,12.0,MONTICELLI,Wind Onshore,150.0
26WIMPI-S16BMRLP,10YIT-GRTN-----B,10.0,BARLETTA 10MW,Wind Onshore,150.0
26WIMPI-0057328F,10YIT-GRTN-----B,22.0,TAVERNA LA STORTA SUD,Wind Onshore,150.0
26WIMPI-0908666V,10YIT-GRTN-----B,14.0,Le Coste,Wind Onshore,150.0
26WIMPI-S20F1LMN,10YIT-GRTN-----B,8.0,FLUMENDOSA 1,Hydro Water Reservoir,150.0
26WIMPI-S08PRDRY,10YIT-GRTN-----B,12.0,PREDARE,Hydro Run-of-river and poundage,132.0
26WIMPI-S09C2RNB,10YIT-GRTN-----B,17.0,CORNIA 2,Geothermal,132.0
26WIMYI-S15M2TSB,10YIT-GRTN-----B,18.0,MATESE 2S,Hydro Water Reservoir,150.0
26WIMPI-S03ELMLH,10YIT-GRTN-----B,44.0,PARONA,Other,132.0
26WIMPI-S19CSZZ0,10YIT-GRTN-----B,8.0,CASUZZE,Hydro Run-of-river and poundage,20.0
26WIMPI-S03TVZZK,10YIT-GRTN-----B,1411.0,TAVAZZANO,Other,380.0
26WIMPI-S01ENTRP,10YIT-GRTN-----B,1064.0,ENTRACQUE_CHRO,Hydro Pumped Storage,380.0
26WIMPI-0300653B,10YIT-GRTN-----B,787.0,CCGT APRILIA,Fossil Gas,380.0
26WIMPI-S19C2RL8,10YIT-GRTN-----B,0.0,CARLENTINI 2,Wind Onshore,150.0
26WIMPI-C11CPDPF,10YIT-GRTN-----B,9.0,CAPODIPONTE TRONTO,Hydro Run-of-river and poundage,132.0
26WIMPI-S15CLCL1,10YIT-GRTN-----B,20.0,DOTTO - CIORLANO,Wind Onshore,132.0
26WIMYI-S04STROB,10YIT-GRTN-----B,19.0,STORO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01CRGEA,10YIT-GRTN-----B,39.0,CREGO,Hydro Run-of-river and poundage,220.0
26WIMPI-S13MNTR3,10YIT-GRTN-----B,110.0,MONTORIO,Hydro Run-of-river and poundage,220.0
26WIMPI-S14ARGPA,10YIT-GRTN-----B,11.0,SAN NICOLA,Fossil Gas,150.0
26WIMPI-S03SSSN8,10YIT-GRTN-----B,111.0,SESTO SAN GIOVANNI,Fossil Gas,220.0
26WIMPI-03585694,10YIT-GRTN-----B,13.0,Spartivento,Wind Onshore,150.0
26WIMYI-S03ARDNB,10YIT-GRTN-----B,56.0,ARDENNO,Hydro Run-of-river and poundage,132.0
26WIMPI-S14SCRRH,10YIT-GRTN-----B,10.0,SERRA CHIAPPONI,Wind Onshore,20.0
26WIMPI-S13TRNIP,10YIT-GRTN-----B,24.0,TRIANO,Hydro Run-of-river and poundage,150.0
26WIMPI-S06CHVLZ,10YIT-GRTN-----B,20.0,CHIEVOLIS,Hydro Water Reservoir,132.0
26WIMPI-S03CRNOV,10YIT-GRTN-----B,15.0,CORENNO,Hydro Run-of-river and poundage,15.0
26WIMPI-0037076S,10YIT-GRTN-----B,14.0,PILANI,Wind Onshore,150.0
26WIMPI-01161911,10YIT-GRTN-----B,98.0,FOSSA DEL LUPO,Wind Onshore,150.0
26WIMPI-0148771T,10YIT-GRTN-----B,14.0,IGE-SANDONACI,Solar,150.0
26WIMPI-S12G1VIS,10YIT-GRTN-----B,5.0,COLARI,Fossil Coal-derived gas,20.0
26WIMPI-0091868Q,10YIT-GRTN-----B,20.0,Su Scioffu,Solar,150.0
26WIMPI-S08FCTVE,10YIT-GRTN-----B,25.0,FEATV2,Waste,132.0
26WIMPI-S01ECLF6,10YIT-GRTN-----B,804.0,E.ON C.TE LIVORNO FERRARIS ,Fossil Gas,380.0
26WIMPI-S14TERME,10YIT-GRTN-----B,769.0,ENERGIA MOLISE,Fossil Gas,380.0
26WIMPI-S18RTSN9,10YIT-GRTN-----B,224.0,ROSSANO TE,Fossil Oil,380.0
26WIMPI-S01DCRNE,10YIT-GRTN-----B,10.0,DRONERO C.,Hydro Run-of-river and poundage,132.0
26WIMPI-0221669N,10YIT-GRTN-----B,22.0,Petralia Sottana,Wind Onshore,150.0
26WIMPI-S14CRPA3,10YIT-GRTN-----B,24.0,CARPINONE,Wind Onshore,150.0
26WIMPI-S19GNCHV,10YIT-GRTN-----B,29.0,GIUNCHETTO,Wind Onshore,150.0
26WIMPI-S08TCNB2,10YIT-GRTN-----B,10.0,TECNOBORGO,Waste,132.0
26WIMPI-S16L3CC3,10YIT-GRTN-----B,48.0,LECCE3,Wind Onshore,150.0
26WIMPI-S02HN2OH,10YIT-GRTN-----B,12.0,HONE2,Hydro Run-of-river and poundage,132.0
26WIMPI-S15TSCNW,10YIT-GRTN-----B,10.0,TUSCIANO,Hydro Run-of-river and poundage,20.0
26WIMPI-0857016F,10YIT-GRTN-----B,0.0,IDRO-CANISTRO,Hydro Run-of-river and poundage,150.0
26WIMPI-0692971N,10YIT-GRTN-----B,38.0,ILVA Taranto TRT S.p.a,Other,220.0
26WIMPI-S16MANRI,10YIT-GRTN-----B,18.0,MINERVINO MURGE,Wind Onshore,150.0
26WIMPI-P16IAVCV,10YIT-GRTN-----B,19.0,PANNI,Wind Onshore,150.0
26WIMPI-0424161U,10YIT-GRTN-----B,38.0,"Ascoli Satriano-Località Lagnano, Pozzo Zingaro",Wind Onshore,150.0
26WIMPI-S19IEEM4,10YIT-GRTN-----B,71.0,EOLO TEMPIO PAUSANIA,Wind Onshore,150.0
26WIMPI-S12ACQRB,10YIT-GRTN-----B,48.0,ACQUORIA,Hydro Run-of-river and poundage,150.0
26WIMPI-0193954G,10YIT-GRTN-----B,15.0,ORSA MAGGIORE,Solar,150.0
26WIMPI-0163777U,10YIT-GRTN-----B,48.0,Vallata,Wind Onshore,150.0
26WIMPI-S12MCNTU,10YIT-GRTN-----B,934.0,MONTALTO C.LE,Fossil Gas,380.0
26WIMPI-S12AOCS3,10YIT-GRTN-----B,80.0,MONTEMARTINI,Fossil Oil,10.0
26WIMPI-S05PMAR7,10YIT-GRTN-----B,753.0,LEVANTE,Fossil Gas,220.0
26WIMPI-C16FERT1,10YIT-GRTN-----B,22.0,SAN CHIRICO,Wind Onshore,150.0
26WIMPI-07660933,10YIT-GRTN-----B,23.0,Taverna Caduta,Wind Onshore,150.0
26WIMPI-S13BSSUZ,10YIT-GRTN-----B,122.0,BUSSI,Fossil Gas,150.0
26WIMPI-S16GRC2Q,10YIT-GRTN-----B,11.0,GRECI 2,Wind Onshore,150.0
26WIMPI-S13PECR1,10YIT-GRTN-----B,31.0,PARCO EOLICO COCULLO,Wind Onshore,150.0
26WIMPI-0390312K,10YIT-GRTN-----B,42.0,vento a Piansano,Wind Onshore,150.0
26WIMPI-S13BCRGJ,10YIT-GRTN-----B,0.0,AVEZZANO,Fossil Gas,150.0
26WIMPI-S04SSLSD,10YIT-GRTN-----B,19.0,S.SILVESTRO,Hydro Run-of-river and poundage,132.0
26WIMPI-S15STTV3,10YIT-GRTN-----B,404.0,CENTRALE DI TEVEROLA ,Fossil Gas,380.0
26WIMPI-0137768T,10YIT-GRTN-----B,37.0,SANT'ANDREA ENERGIA PULITA,Biomass,132.0
26WIMPI-S18PEMAC,10YIT-GRTN-----B,44.0,PARCO EOLICO MARCO AURELIO SEVERINO,Wind Onshore,220.0
26WIMPI-S12MNT2M,10YIT-GRTN-----B,23.0,MONTALTO24,Solar,150.0
26WIMPI-S03CLGN4,10YIT-GRTN-----B,18.0,LINATE 1,Fossil Gas,22.0
26WIMPI-S02CHVNI,10YIT-GRTN-----B,30.0,CHAVONNE,Hydro Run-of-river and poundage,132.0
26WIMPI-S09VNCH0,10YIT-GRTN-----B,22.0,VINCHIANA,Hydro Run-of-river and poundage,380.0
26WIMPI-S19CDLS5,10YIT-GRTN-----B,22.0,CASTEL DI LUCIO,Wind Onshore,150.0
26WIMPI-M03IMSLN,10YIT-GRTN-----B,9.0,MANTELERA,Hydro Run-of-river and poundage,132.0
26WIMPI-S03MILLT,10YIT-GRTN-----B,16.0,MALLERO,Hydro Run-of-river and poundage,132.0
26WIMPI-S07SMNC8,10YIT-GRTN-----B,10.0,SAN MICHELE CAROSO,Hydro Water Reservoir,22.0
26WIMPI-S16IAVLQ,10YIT-GRTN-----B,36.0,IVPC ALBERONA,Wind Onshore,150.0
26WIMPI-S04VNLNS,10YIT-GRTN-----B,55.0,VAL NOANA,Hydro Water Reservoir,132.0
26WIMPI-S01CSTD6,10YIT-GRTN-----B,28.0,CASTELDELF,Hydro Water Reservoir,132.0
26WIMPI-S09CRFNL,10YIT-GRTN-----B,15.0,CORFINO,Hydro Run-of-river and poundage,132.0
26WIMPI-S08LCCS4,10YIT-GRTN-----B,1407.0,LA CASELLA C.LE,Fossil Gas,380.0
26WIMPI-S13SMSZ1,10YIT-GRTN-----B,20.0,SAGITTARIO NUOVO,Hydro Run-of-river and poundage,60.0
26WIMPI-S16MNTSK,10YIT-GRTN-----B,24.0,MONTORSI,Wind Onshore,150.0
26WIMPI-S01KMBRG,10YIT-GRTN-----B,18.0,KIMBERLY CLARK SRL,Fossil Gas,132.0
26WIMPI-0537210F,10YIT-GRTN-----B,24.0,Energia Alternativa,Wind Onshore,150.0
26WIMPI-0663708E,10YIT-GRTN-----B,18.0,CICCOLOCANE,Wind Onshore,150.0
26WIMPI-01151835,10YIT-GRTN-----B,11.0,Borgo Sabotino,Solar,150.0
26WIMPI-01113115,10YIT-GRTN-----B,42.0,IL PRIMO,Solar,150.0
26WIMPI-0453181B,10YIT-GRTN-----B,10.0,Ariano Irpino eolico,Wind Onshore,150.0
26WIMPI-S09LGRSB,10YIT-GRTN-----B,20.0,LAGONI ROSSI,Geothermal,132.0
26WIMPI-S09R2NC7,10YIT-GRTN-----B,18.0,RANCIA 2,Geothermal,132.0
26WIMPI-0385721L,10YIT-GRTN-----B,23.0,Vento DI Vino,Wind Onshore,150.0
26WIMPI-04529968,10YIT-GRTN-----B,30.0,TRE_TORRI,Wind Onshore,150.0
26WIMPI-S14SPANO,10YIT-GRTN-----B,10.0,SAN PIETRO AVELLANA,Wind Onshore,150.0
26WIMPI-S09PDRND,10YIT-GRTN-----B,23.0,PIAN DELLA ROCCA,Hydro Run-of-river and poundage,132.0
26WIMPIORTICA-13,10YIT-GRTN-----B,395.0,TIMPAGRANDE,Hydro Run-of-river and poundage,150.0
26WIMPI-S19TCRMT,10YIT-GRTN-----B,1221.0,TERMINI IMERESE C.LE,Fossil Gas,380.0
26WIMPI-S01VRMPN,10YIT-GRTN-----B,54.0,VERAMPIO,Hydro Run-of-river and poundage,220.0
26WIMPI-S16CRNTX,10YIT-GRTN-----B,18.0,MINERVINO MURGE - CONTRADA RINALDI,Wind Onshore,150.0
26WIMPI-S15B4SC7,10YIT-GRTN-----B,48.0,BISACCIA 48MW,Wind Onshore,150.0
26WIMPII-LIRO-1L,10YIT-GRTN-----B,118.0,ISOLATO SPLUGA,Hydro Water Reservoir,132.0
26WIMPI-S12ASCL1,10YIT-GRTN-----B,23.0,SALISANO,Hydro Run-of-river and poundage,150.0
26WIMPI-S08LPNEL,10YIT-GRTN-----B,10.0,LE PIANE,Hydro Run-of-river and poundage,132.0
26WIMYI-S04BZZOB,10YIT-GRTN-----B,95.0,BOAZZO,Hydro Water Reservoir,220.0
26WIMPI-S09C2RBZ,10YIT-GRTN-----B,19.0,CARBOLI 2,Geothermal,132.0
26WIMPI-S20SBSDQ,10YIT-GRTN-----B,25.0,SAN BASILIO,Wind Onshore,150.0
26WIMPI-S15CPRTZ,10YIT-GRTN-----B,113.0,CAPRIATI,Hydro Pumped Storage,220.0
26WIMPI-S01PTRRQ,10YIT-GRTN-----B,13.0,PIETRAPORZIO,Hydro Run-of-river and poundage,132.0
26WIMPI-0301166H,10YIT-GRTN-----B,12.0,Posticciola,Wind Onshore,150.0
26WIMPI-S03ACMNW,10YIT-GRTN-----B,748.0,CASSANO,Fossil Gas,380.0
26WIMPI-S18SCMR8,10YIT-GRTN-----B,885.0,SIMERI CRICHI,Fossil Gas,380.0
26WIMPI-S18S2TRR,10YIT-GRTN-----B,34.0,SATRIANO 2S,Hydro Run-of-river and poundage,150.0
26WIMPI-S20CD1A0,10YIT-GRTN-----B,21.0,CADAU1,Wind Onshore,150.0
26WIMPI-S14CTTLZ,10YIT-GRTN-----B,11.0,TORRENTE TONA,Fossil Gas,150.0
26WIMPI-S15MDDND,10YIT-GRTN-----B,28.0,MONTE DELLA DIFESA,Wind Onshore,150.0
26WIMPI-S06ECLTM,10YIT-GRTN-----B,45.0,CET SERVOLA,Other,132.0
26WIMPI-S18MRCR8,10YIT-GRTN-----B,34.0,MERCURE,Biomass,220.0
26WIMPI-06840776,10YIT-GRTN-----B,23.0,S.Agata Biomassa,Biomass,150.0
26WIMPI-S02ZNUI3,10YIT-GRTN-----B,23.0,ZUINO,Hydro Run-of-river and poundage,132.0
26WIMPI-01119710,10YIT-GRTN-----B,24.0,ASCOLI-DELICETO,Wind Onshore,150.0
26WIMPI-0073522R,10YIT-GRTN-----B,45.0,ANDROMEDA 45 MW,Solar,150.0
26WIMPI-S19ASLCO,10YIT-GRTN-----B,25.0,ALIA SCLAFANI,Wind Onshore,150.0
26WIMPI-S07RCNTJ,10YIT-GRTN-----B,8.0,CENTRALE IDROELETTRICA DI CANATE,Hydro Run-of-river and poundage,22.0
26WIMPI-S04GRGNS,10YIT-GRTN-----B,14.0,GRIGNO,Hydro Run-of-river and poundage,60.0
26WIMPI-S19CECEJ,10YIT-GRTN-----B,14.0,CACCAMO,Wind Onshore,150.0
26WIMPI-0679824D,10YIT-GRTN-----B,30.0,LeReni,Wind Onshore,150.0
26WIMPI-S14M2NTL,10YIT-GRTN-----B,11.0,MONTARONE 2,Wind Onshore,150.0
26WIMPI-0034938F,10YIT-GRTN-----B,34.0,PARCO EOLICO CAMAS DI MAIDA,Wind Onshore,20.0
26WIMPI-S02GRSSV,10YIT-GRTN-----B,16.0,GRESSONEY,Hydro Water Reservoir,132.0
26WIMPI-S01SMPYV,10YIT-GRTN-----B,40.0,SAMPEYRE,Hydro Run-of-river and poundage,132.0
26WIMPI-S13SCNDQ,10YIT-GRTN-----B,175.0,CELANO,Fossil Gas,150.0
26WIMPI-S05AGRD9,10YIT-GRTN-----B,24.0,AGORDO,Hydro Run-of-river and poundage,132.0
26WIMPI-S16CDMNU,10YIT-GRTN-----B,810.0,SORGENIA PUGLIA CENTRALE DI MODUGNO,Fossil Gas,380.0
26WIMPI-S12FIRFK,10YIT-GRTN-----B,14.0,FARFA I,Hydro Run-of-river and poundage,20.0
26WIMPI-S20FGRLL,10YIT-GRTN-----B,24.0,GUSPINI,Wind Onshore,150.0
26WIMPI-S12MCBL8,10YIT-GRTN-----B,11.0,MOBILSERVICE,Other,20.0
26WIMPI-S16MAES6,10YIT-GRTN-----B,10.0,APPIA ENERGY S.R.L.,Other,20.0
26WIMPI-S03GCRD7,10YIT-GRTN-----B,14.0,GORDONA,Hydro Run-of-river and poundage,132.0
26WIMPIAMENTO-1T,10YIT-GRTN-----B,220.0,SOMPLAGO,Hydro Run-of-river and poundage,220.0
26WIMPI-S07CRSBI,10YIT-GRTN-----B,9.0,CAROSO-BORZONASCA,Hydro Water Reservoir,22.0
26WIMPI-S01LMEIK,10YIT-GRTN-----B,22.0,LEMIE,Hydro Run-of-river and poundage,132.0
26WIMPI-S14MCCH1,10YIT-GRTN-----B,10.0,MACCHIA VF,Wind Onshore,150.0
26WIMPI-S16T2RO9,10YIT-GRTN-----B,15.0,TROIA2,Wind Onshore,150.0
26WIMPI-S20NTLV1,10YIT-GRTN-----B,29.0,NULVI TERGU,Wind Onshore,150.0
26WIMPI-S09RNCAY,10YIT-GRTN-----B,18.0,RANCIA 1,Geothermal,132.0
26WIMPI-S08EFNP0,10YIT-GRTN-----B,700.0,S.E.F. SRL,Fossil Gas,380.0
26WIMPI-S01VRZAE,10YIT-GRTN-----B,16.0,VARZO CAIRASCA,Hydro Run-of-river and poundage,132.0
26WIMPI-S04MRLNK,10YIT-GRTN-----B,38.0,MARLENGO,Hydro Run-of-river and poundage,132.0
26WIMPI-S03CLTCO,10YIT-GRTN-----B,117.0,LAMARMORA,Other,15.0
26WIMPI-S14SMIP8,10YIT-GRTN-----B,12.0,SAN MARTINO IN PENSILIS,Wind Onshore,150.0
26WIMPI-S09LVNES,10YIT-GRTN-----B,18.0,LEVANE,Hydro Run-of-river and poundage,132.0
26WIMPI-S03EDLO9,10YIT-GRTN-----B,950.0,EDOLO,Hydro Pumped Storage,380.0
26WIMPI-0580565K,10YIT-GRTN-----B,12.0,Ferrara Aranova,Solar,132.0
26WIMPI-0166990F,10YIT-GRTN-----B,37.0,UP_BRNSFIR_1,Fossil Gas,150.0
26WIMPI-S13ALNNN,10YIT-GRTN-----B,22.0,ALANNO,Hydro Run-of-river and poundage,150.0
26WIMPI-S04ALAAF,10YIT-GRTN-----B,38.0,ALA,Hydro Run-of-river and poundage,220.0
26WIMPI-S19MDENN,10YIT-GRTN-----B,25.0,MONTE DURRA',Wind Onshore,150.0
26WIMPI-S06VRLL4,10YIT-GRTN-----B,10.0,VILLA RINALDI,Hydro Run-of-river and poundage,132.0
26WIMPI-S05APGPJ,10YIT-GRTN-----B,15.0,ENI S.P.A. - RAFFINERIA DI VENEZIA,Other,132.0
26WIMPI-S12FIRAU,10YIT-GRTN-----B,6.0,FARFA II,Hydro Run-of-river and poundage,20.0
26WIMPI-S19CLLA9,10YIT-GRTN-----B,36.0,CALLARI,Wind Onshore,150.0
26WIMPI-0304850Q,10YIT-GRTN-----B,23.0,Alcantara Sud,Wind Onshore,150.0
26WIMPI-S20BSPWE,10YIT-GRTN-----B,36.0,BIOPOWER SARDEGNA,Biomass,15.0
26WIMPI-0772460G,10YIT-GRTN-----B,20.0,Parco eolico Wincap,Wind Onshore,150.0
26WIMPI-0678183U,10YIT-GRTN-----B,11.0,Serra Energie,Wind Onshore,150.0
26WIMPI-0684906U,10YIT-GRTN-----B,26.0,ELCE2,Wind Onshore,150.0
26WIMPI-S12SDSY8,10YIT-GRTN-----B,42.0,SORA,Fossil Gas,150.0
26WIMPI-S04GLRNJ,10YIT-GRTN-----B,102.0,SELED GLORENZA,Hydro Water Reservoir,220.0
26WIMPI-0086935I,10YIT-GRTN-----B,16.0,PESCINA WIND,Wind Onshore,150.0
26WIMPI-0304845J,10YIT-GRTN-----B,26.0,EolicoLucera-BorgoSanGiusto,Wind Onshore,150.0
26WIMPI-S15CASTI,10YIT-GRTN-----B,10.0,CASTELNUOVO DI CONZA,Wind Onshore,150.0
26WIMPI-S16O1LV5,10YIT-GRTN-----B,16.0,OLIVOLA 16MW,Wind Onshore,150.0
26WIMPI-F16CRSTB,10YIT-GRTN-----B,18.0,FRANCIOSA1,Wind Onshore,150.0
26WIMPI-R16CRSTQ,10YIT-GRTN-----B,11.0,FRANCIOSA2,Wind Onshore,150.0
26WIMPI-01417304,10YIT-GRTN-----B,11.0,Parco di Stalla,Solar,150.0
26WIMPI-S08FRNTD,10YIT-GRTN-----B,30.0,FARNETA,Hydro Run-of-river and poundage,132.0
26WIMPI-S12SCLLM,10YIT-GRTN-----B,8.0,SCALELLE,Hydro Run-of-river and poundage,150.0
26WIMPI-S07CNSR2,10YIT-GRTN-----B,27.0,CENTRALE DI COGENERAZIONE,Fossil Gas,132.0
26WIMPI-S05BTRGK,10YIT-GRTN-----B,29.0,BORGO TRENTO,Fossil Gas,20.0
26WIMPI-0043227A,10YIT-GRTN-----B,39.0,EALL - S. Vittore del Lazio ,Other,150.0
26WIMPI-S08CHCL6,10YIT-GRTN-----B,86.0,C.LE HERA CASALEGNO,Fossil Gas,132.0
26WIMPI-S02CHMP4,10YIT-GRTN-----B,11.0,CHAMPAGNE1,Hydro Run-of-river and poundage,132.0
26WIMPI-0364301N,10YIT-GRTN-----B,24.0,Sant'Alberto 2,Solar,132.0
26WIMPI-P16FERT8,10YIT-GRTN-----B,18.0,SPINA,Wind Onshore,150.0
26WIMPI-0410150O,10YIT-GRTN-----B,20.0,Impianto Eolico Sambuco,Wind Onshore,150.0
26WIMPI-01128175,10YIT-GRTN-----B,24.0,Sun Energy and Partners,Solar,150.0
26WIMPI-0817510V,10YIT-GRTN-----B,41.0,CASSINO-META,Fossil Gas,150.0
26WIMPI-S03MSNA5,10YIT-GRTN-----B,7.0,MASINO,Hydro Run-of-river and poundage,60.0
26WIMPI-0083559Z,10YIT-GRTN-----B,22.0,AMARONI,Wind Onshore,150.0
26WIMPI-08953012,10YIT-GRTN-----B,20.0,Powercrop Macchiareddu,Biomass,150.0
26WIMPI-S19GRRTK,10YIT-GRTN-----B,45.0,GIARRATANA,Wind Onshore,150.0
26WIMPI-S09CPLR3,10YIT-GRTN-----B,102.0,PORCARI,Fossil Gas,132.0
26WIMPI-0304843N,10YIT-GRTN-----B,23.0,Alcantara Nord,Wind Onshore,150.0
26WIMPI-S03CNVSF,10YIT-GRTN-----B,15.0,CANAVESE,Fossil Gas,20.0
26WIMPI-S01CLCAH,10YIT-GRTN-----B,23.0,CALICE,Hydro Run-of-river and poundage,132.0
26WIMPI-S16BCCRO,10YIT-GRTN-----B,12.0,BICCARI,Wind Onshore,150.0
26WIMPI-0206435Z,10YIT-GRTN-----B,10.0,Ferrara Focomorto 2,Solar,132.0
26WIMPI-S03SMLPC,10YIT-GRTN-----B,80.0,CENTRALE DI MALPENSA,Fossil Gas,132.0
26WIMPI-S16T3R48,10YIT-GRTN-----B,21.0,TROIA 3 E 4,Wind Onshore,150.0
26WIMYI-S17FMRLB,10YIT-GRTN-----B,29.0,MONTEMURRO 1/2,Wind Onshore,150.0
26WIMPI-0675918O,10YIT-GRTN-----B,20.0,San Giovanni Wind Farm,Wind Onshore,150.0
26WIMPI-S03FERRD,10YIT-GRTN-----B,1000.0,ENIPOWER FERRERA ERBOGNONE,Fossil Gas,380.0
26WIMPI-S05STNGL,10YIT-GRTN-----B,29.0,LA STANGA,Hydro Run-of-river and poundage,132.0
26WIMPI-S19PCRLE,10YIT-GRTN-----B,744.0,PRIOLO C.LE,Fossil Gas,220.0
26WIMPI-S18MRCLK,10YIT-GRTN-----B,12.0,MARCELLINARA,Wind Onshore,150.0
26WIMPI-0306059U,10YIT-GRTN-----B,24.0,Elce,Wind Onshore,150.0
26WIMPI-S09PNCC3,10YIT-GRTN-----B,18.0,PIANACCE,Geothermal,132.0
26WIMPI-S01BVNTM,10YIT-GRTN-----B,13.0,BIOVENTO,Wind Onshore,132.0
26WIMPI-S11PRRTN,10YIT-GRTN-----B,16.0,ASCOLI PORTA ROMANA,Hydro Run-of-river and poundage,20.0
26WIMPI-S20SRLXH,10YIT-GRTN-----B,630.0,SARLUX,Fossil Coal-derived gas,380.0
26WIMPINAGRTT-1O,10YIT-GRTN-----B,24.0,TROINA,Hydro Water Reservoir,150.0
26WIMPI-S04PDVRN,10YIT-GRTN-----B,25.0,PRATI DI VIZZE,Hydro Run-of-river and poundage,132.0
26WIMPI-S01MNRFF,10YIT-GRTN-----B,19.0,MIRAFIORI NORD,Other,22.0
26WIMPI-S20ESNC8,10YIT-GRTN-----B,8.0,POLIMERI EUROPA,Fossil Oil,150.0
26WIMPI-S05MCPLT,10YIT-GRTN-----B,20.0,MALGA CIAPELA,Hydro Water Reservoir,132.0
26WIMPI-0460320W,10YIT-GRTN-----B,14.0,Centrale Elettrica Manfredonia Paglia,Other,150.0
26WIMPI-S15IESIV,10YIT-GRTN-----B,77.0,SAVIGNANO,Wind Onshore,150.0
26WIMPI-S10NMRNY,10YIT-GRTN-----B,56.0,NERA MONTORO,Fossil Gas,150.0
26WIMPI-S16CEPNH,10YIT-GRTN-----B,17.0,C.LE EOLICA PIETRAMONTECORVINO,Wind Onshore,150.0
26WIMPI-S09RSNOR,10YIT-GRTN-----B,325.0,ROSEN,Fossil Gas,132.0
26WIMPI-S03VEGHN,10YIT-GRTN-----B,381.0,VOGHERA,Fossil Gas,380.0
26WIMYI-0338184B,10YIT-GRTN-----B,16.0,FRANZI,Wind Onshore,150.0
26WIMPI-S06SDDT9,10YIT-GRTN-----B,120.0,DUINO,Fossil Gas,132.0
26WIMPI-S03AGMS6,10YIT-GRTN-----B,13.0,GROSOTTO,Hydro Run-of-river and poundage,22.0
26WIMPI-S19SCLMF,10YIT-GRTN-----B,26.0,SALEMI,Wind Onshore,150.0
26WIMPI-S19IEDCR,10YIT-GRTN-----B,60.0,PARCO EOLICO DI PRIZZI E CORLEONE,Wind Onshore,150.0
26WIMPI-0686464Q,10YIT-GRTN-----B,14.0,Lacedonia,Wind Onshore,150.0
26WIMPI-S18M1CN9,10YIT-GRTN-----B,101.0,MUCONE 1S,Hydro Water Reservoir,150.0
26WIMPI-06077894,10YIT-GRTN-----B,11.0,Parco eolico di Ricigliano,Wind Onshore,150.0
26WIMPI-01473496,10YIT-GRTN-----B,90.0,Impianto eolico di Portoscuso,Wind Onshore,150.0
26WIMPI-S04BMRN3,10YIT-GRTN-----B,40.0,BRUNICO,Hydro Water Reservoir,132.0
26WIMPI-S03EMC43,10YIT-GRTN-----B,765.0,ENIPOWER MANTOVA,Fossil Gas,380.0
26WIMPI-S11CPDPZ,10YIT-GRTN-----B,33.0,CAPODIPONTE,Hydro Water Reservoir,132.0
26WIMPI-0163877Q,10YIT-GRTN-----B,18.0,ENNA,Biomass,150.0
26WIMPI-S12PFNT3,10YIT-GRTN-----B,23.0,PONTE FELICE,Hydro Run-of-river and poundage,150.0
26WIMPI-S15SGANH,10YIT-GRTN-----B,39.0,SAN GREGORIO MAGNO,Wind Onshore,150.0
26WIMPI-S03ATSMM,10YIT-GRTN-----B,85.0,TERMOUTILIZZATORE,Other,132.0
26WIMPI-0906039V,10YIT-GRTN-----B,20.0,Parco eolico La Rucola-Pierno,Wind Onshore,150.0
26WIMPI-S15IFVP4,10YIT-GRTN-----B,54.0,IVPC FOIANO,Wind Onshore,150.0
26WIMPI-S03MNST9,10YIT-GRTN-----B,56.0,MONASTERO,Hydro Run-of-river and poundage,132.0
26WIMPI-S04SRNT9,10YIT-GRTN-----B,20.0,SARENTINO,Hydro Run-of-river and poundage,60.0
26WIMPI-S19CCNR5,10YIT-GRTN-----B,0.0,CONTRADA COLLA,Wind Onshore,150.0
26WIMPI-0447293N,10YIT-GRTN-----B,12.0,TOPPA,Wind Onshore,150.0
26WIMPI-S10AOCRH,10YIT-GRTN-----B,18.0,ORTE,Hydro Run-of-river and poundage,150.0
26WIMPI-S02CHMGM,10YIT-GRTN-----B,29.0,CHAMPAGNE2,Hydro Run-of-river and poundage,132.0
26WIMPI-S13BLGN2,10YIT-GRTN-----B,30.0,BOLOGNANO,Hydro Run-of-river and poundage,150.0
26WIMPI-S01CTRV9,10YIT-GRTN-----B,30.0,CREVOLA T.,Hydro Run-of-river and poundage,132.0
26WIMPI-S15ICDVL,10YIT-GRTN-----B,15.0,I COLORI DEL VENTO,Wind Onshore,20.0
26WIMPI-M04CMGIF,10YIT-GRTN-----B,9.0,CIMEGO 2-MURANDIN,Hydro Run-of-river and poundage,20.0
26WIMPI-0890589G,10YIT-GRTN-----B,15.0,Mazara del Vallo,Wind Onshore,150.0
26WIMPI-S12TRRLD,10YIT-GRTN-----B,1845.0,TORREVAL.NORD,Fossil Hard coal,380.0
26WIMPI-S01SNFRY,10YIT-GRTN-----B,14.0,SANFRONT,Hydro Run-of-river and poundage,132.0
